,mode
59856,3
36772,3
42268,1
69190,1
33118,3
64983,3
16834,1
61898,0
32137,1
69376,0
59296,3
28722,3
55647,3
11990,0
8424,0
62173,2
59777,1
51243,1
50228,1
19326,1
70036,3
345,3
78663,3
39170,0
49102,3
14612,3
15604,0
55266,1
11739,0
44174,3
45151,1
976,3
36043,0
25127,3
10312,1
9334,3
43702,3
8830,3
1063,0
47178,1
47210,3
47881,3
6147,3
7766,1
62381,1
41961,3
76174,1
13014,3
18579,1
3746,1
27553,1
39484,0
39268,1
7688,3
24966,1
46597,3
11223,3
53159,1
80209,3
32616,3
69188,0
5816,1
61760,0
1755,1
43040,0
67581,2
2501,3
29403,1
73799,3
6291,1
26929,3
66969,1
65164,3
58337,3
61013,2
63710,3
72251,1
67681,3
27400,1
23359,1
24169,3
19133,3
71061,0
13410,3
59517,2
12821,3
52782,1
78176,1
29503,3
23633,1
46988,1
62031,3
56758,1
43629,3
60630,1
64321,0
12705,1
13978,1
67179,1
23948,3
55525,3
4376,3
18076,3
12158,0
78749,3
8209,0
78674,0
51795,1
11060,1
47584,3
59679,3
62227,0
59385,3
8627,1
49747,3
55933,1
45394,3
39780,3
53562,1
12116,3
388,3
80412,3
74926,3
19143,3
49128,3
30415,0
28130,1
78036,3
13381,1
46924,1
32905,1
30489,1
50496,0
53069,3
61285,1
40786,0
79712,1
28434,1
14699,1
36911,3
43349,1
24356,0
67698,1
67922,1
7293,3
79695,3
22018,3
13344,0
59358,1
34985,1
39509,1
15287,1
60827,1
54763,1
11926,1
50429,3
3146,0
69808,3
19406,3
71348,3
819,3
46,3
58362,3
68163,3
15456,3
62218,0
49789,3
74307,3
7103,1
65407,3
80854,1
603,3
23885,1
5393,3
21748,3
46255,1
50217,3
19048,3
36768,3
48998,1
7830,0
32990,1
38159,3
41397,3
18328,1
20310,1
37757,3
42768,3
32506,3
19857,3
26376,1
60239,0
72536,2
397,3
15345,2
53627,3
405,1
22470,3
22951,3
5296,3
18808,1
10622,2
79625,1
59540,1
62829,3
2639,3
65822,1
23407,1
35513,1
21013,0
28601,0
50943,3
40504,3
21691,1
66892,2
8056,1
70181,3
8282,1
38741,3
70736,3
39644,3
78554,3
50201,0
47767,0
56026,1
12560,1
10987,3
68348,1
8151,1
47033,3
7156,3
23845,1
11788,3
45728,0
61639,3
69872,1
16590,3
2456,1
26277,3
48826,3
8650,1
37580,3
43763,3
75675,3
47196,1
54767,3
14469,1
15907,0
75511,1
68908,1
58101,3
81065,0
30944,0
74241,1
25790,3
58823,3
32074,3
41958,1
32588,3
28565,1
53800,1
52680,0
14265,3
58529,3
51120,0
34922,1
14438,1
30432,3
59033,3
59693,1
77734,3
15156,3
73344,0
52573,3
23631,3
27456,1
37273,1
51755,1
31358,0
13514,3
39933,3
40755,1
50757,0
57822,3
25154,3
9893,1
6770,3
65758,3
53761,3
74963,1
67141,3
46070,1
41026,2
63556,1
7186,0
23983,3
74016,2
50442,0
64491,3
5155,1
76520,3
37235,3
69794,0
59744,3
18217,1
17433,1
23467,3
23105,0
59195,3
29101,3
31229,3
49535,3
68337,2
64950,1
7013,1
6562,3
59820,1
30445,3
74171,0
64886,1
71571,1
55719,0
33920,1
68480,3
33960,0
47180,1
17453,1
72420,3
57037,3
52501,1
24428,0
19562,3
26204,1
48780,3
24017,3
65729,1
50750,1
36147,3
11696,1
56951,3
48968,3
5328,1
56092,3
40618,3
4876,3
1579,3
55282,1
12989,1
33264,3
47567,3
77543,3
50748,1
20129,1
76976,1
72670,1
53491,1
76039,1
27551,1
79381,1
75188,1
65120,1
75282,3
48450,0
75977,1
26719,0
12138,1
33581,3
24286,3
54621,1
6195,3
40396,3
45021,1
36852,3
57591,0
63324,3
33849,3
18160,3
67813,3
50569,1
54396,3
29548,1
38351,1
49619,3
50640,3
14688,0
25443,1
18167,0
5550,3
16068,1
36109,1
12070,0
11725,1
60682,1
8903,1
62974,0
21934,1
72874,3
72981,0
51509,3
33405,3
26940,3
16346,0
15637,0
10670,1
20956,3
4575,1
29200,1
23667,3
716,1
55544,1
50841,3
36458,1
8545,0
57139,3
8616,1
76356,3
8096,0
22947,1
19205,1
1686,0
80262,2
64662,0
41988,3
30398,1
40029,0
27775,3
60906,3
66867,1
61705,0
80487,3
51606,3
79578,1
35453,1
11016,3
71525,1
537,1
45079,3
60568,3
78919,2
69045,3
11490,0
1006,3
74888,0
52626,1
37302,0
64931,3
70898,3
51754,3
48009,1
25290,3
24588,1
49303,3
73921,1
78582,2
48235,0
48680,1
79666,3
61617,1
57708,3
69266,2
44559,1
5527,0
35860,1
71573,1
75505,1
38232,3
55442,3
43545,1
7996,3
32947,1
61405,1
26080,1
21440,3
23190,0
38100,2
19071,0
45513,1
68175,3
8809,1
26074,3
73507,0
62115,0
65658,3
49618,3
60329,0
28034,1
48590,3
30943,0
79241,1
9124,3
45609,3
15826,3
53393,1
23349,3
18251,1
61650,3
7675,3
73197,3
48742,3
80248,3
53670,1
71715,3
4386,3
75625,3
20614,1
49074,0
42267,1
24802,3
48919,3
30084,0
35475,0
36536,1
60028,0
21244,1
49782,3
33484,1
55202,2
67385,1
18211,3
58547,3
56797,3
28965,1
34689,3
62280,1
57970,3
16262,1
65336,1
74719,1
25766,3
78443,3
73675,1
77823,3
3964,3
35623,0
6626,3
67371,3
30175,1
65728,2
42966,0
20634,3
30945,0
20994,3
15205,0
13085,1
46664,0
68033,1
65443,3
23702,1
15220,0
1527,3
60376,1
47566,3
55682,0
40099,3
21128,3
67401,1
33928,3
74259,3
48256,1
24685,3
13639,1
9089,0
25264,1
8805,0
53518,1
79259,3
31193,3
3329,1
28304,3
13617,1
47711,3
39007,1
79803,3
43179,3
27095,3
67339,2
76909,3
43369,0
2764,0
72698,3
25410,3
63407,1
53018,1
11448,3
9373,1
40342,3
44586,3
80089,3
78311,3
77742,0
12885,3
1619,1
14675,1
71307,0
53208,3
14008,0
52312,3
66298,3
227,1
78051,3
66807,1
39144,3
25941,2
17120,0
65943,3
75369,0
59224,3
65032,3
2272,3
57422,0
37824,3
10124,0
42954,1
63469,1
52302,3
72097,0
30973,2
52096,3
17225,0
29746,3
47395,3
60771,3
58448,3
28425,3
6504,3
53402,1
56719,3
20302,0
13332,1
33410,1
76435,3
36988,3
35313,1
34250,1
20240,3
69220,1
72801,3
53646,3
55422,3
56213,3
44690,1
14205,3
6063,1
23802,3
47155,3
2950,1
40278,1
48081,1
46465,3
70922,1
16155,1
46158,3
20880,1
24955,0
71811,3
27077,1
74521,3
66785,0
19936,1
41421,0
25555,1
55112,3
52690,3
60154,3
3014,1
8634,3
38267,3
66906,1
49914,1
79383,1
59544,1
42779,1
13241,1
1280,0
59931,1
45450,1
77790,2
3819,3
16807,3
30585,0
52570,1
50219,3
2292,0
40767,1
49270,3
64448,1
35741,3
51837,3
48033,1
76252,3
37807,3
31628,1
25856,3
13070,3
41406,1
30652,1
51129,3
73935,2
44944,0
38813,3
78094,3
31292,3
8762,3
17668,1
44847,0
6499,1
74312,3
58805,0
50280,3
46304,3
70989,1
9363,3
5477,0
30792,3
57379,1
75598,0
5538,3
69699,3
34606,3
50670,3
70366,1
48633,0
40952,1
42118,2
62862,1
18032,3
78127,1
24854,0
41641,1
47823,3
80397,3
19348,3
65976,1
58340,3
43475,0
31268,2
48258,1
78667,3
59845,3
36195,3
3172,1
54978,0
26075,3
40163,3
17842,3
54300,3
38715,3
13170,0
26004,0
40001,3
64462,1
20883,3
64002,3
74770,3
68191,0
12093,1
28645,0
52467,3
46708,1
34729,3
58459,3
9657,1
36437,1
24479,1
12546,1
69020,1
44198,3
4498,3
77210,0
6494,1
3234,3
52923,1
55346,3
42588,3
37484,1
65934,3
53207,3
23099,0
20580,1
67476,1
47117,3
15519,1
4774,0
80514,0
23014,1
36642,3
65691,1
57130,0
62788,3
6285,1
47485,1
68779,1
67582,0
58045,1
56320,0
7570,3
70023,3
26988,1
21622,3
58367,3
47200,1
10455,0
66501,3
7889,3
8624,1
39187,1
21989,1
26907,3
75358,1
79001,0
19884,3
76885,3
73862,0
71298,1
64937,3
23318,0
61782,3
66518,0
5337,0
12493,3
34864,3
21924,3
21431,3
34573,1
9177,3
60539,3
58911,1
39017,0
44480,3
41359,3
44901,3
41264,1
27461,1
44002,3
67629,1
8351,1
7816,3
12519,1
34581,0
15877,3
80267,1
19091,3
10083,3
2127,0
30061,3
20398,1
40819,3
57830,3
75626,3
64314,0
7934,3
18244,3
74031,3
40919,3
28882,1
51204,2
14844,0
63665,0
60861,1
65659,1
8146,1
53733,0
32654,0
5168,1
7178,1
27963,3
4184,3
20134,1
58628,3
44278,3
45261,3
43489,0
39442,1
67868,0
79461,0
34847,1
51615,1
52786,1
60187,1
22566,3
58909,1
68351,1
42020,3
78754,1
63702,1
55697,1
27776,3
44703,1
65904,3
46618,3
31650,3
25196,3
78445,3
8432,1
355,3
14106,3
15096,1
42379,1
11703,1
52612,2
12682,3
38118,1
4862,1
75921,0
67785,1
22084,3
7011,1
74041,3
39772,3
13928,1
21206,1
2491,1
65432,1
76845,0
10356,3
43604,3
12686,2
41747,3
51807,3
49839,1
17442,3
10836,3
46846,0
45980,3
27366,3
41858,3
78110,1
33884,0
52892,1
50352,0
7898,3
4906,3
13227,2
32666,0
27679,0
38894,1
8459,3
9098,3
58992,1
30352,0
678,1
36494,0
47213,3
71447,2
45364,3
12013,1
38554,1
71258,0
60458,3
34507,3
24517,3
18899,3
7204,1
49559,0
48489,1
63835,3
6411,3
64105,1
61051,3
31411,0
51833,1
73936,1
26125,0
31365,1
14236,0
51668,3
6909,3
17265,1
54674,0
27927,3
59914,3
20244,1
37309,3
38177,2
26623,1
60704,3
9154,1
40747,0
43693,3
59581,3
54342,3
25391,0
62649,1
59887,3
80703,0
70187,3
39939,3
575,1
7348,3
64986,3
67397,1
57368,3
67596,3
15895,0
6906,3
76620,0
50277,3
24379,0
9707,0
71665,3
18900,3
52390,3
42856,1
76311,1
18003,1
14846,0
62430,3
4209,1
58116,0
20859,3
73725,1
70939,1
54552,2
51879,1
40977,1
21185,1
65168,3
6786,0
45477,0
74380,1
30611,3
32867,1
7859,1
7120,1
61107,3
51488,1
21902,1
55169,1
36438,1
53675,3
29897,3
45019,2
36671,3
67797,1
3032,0
45185,0
47011,0
67912,3
53457,3
9295,3
54191,3
44097,3
22077,0
39731,1
39635,3
64988,1
9193,1
38426,1
10470,1
76754,1
41899,3
36555,1
20457,3
4688,1
60589,3
21539,1
21401,1
64271,0
3966,1
73250,1
30171,1
30907,3
51941,3
47422,3
18852,0
23770,3
48096,1
29588,3
31679,3
46213,1
9153,1
70403,3
51412,3
29107,3
74967,1
63200,3
19328,0
39826,2
72551,3
70602,2
60211,3
64614,1
76883,3
78412,1
24899,3
13568,0
28952,0
50787,0
73497,2
50160,1
41634,0
38245,3
11139,3
35609,3
58083,1
55939,1
21408,2
78711,3
70767,1
20945,3
17512,1
47092,3
72477,3
26300,3
62707,0
30197,1
74945,0
41588,3
51074,0
40573,2
42112,2
48789,1
7129,1
17259,1
47251,0
21245,1
32039,3
11339,1
79167,1
77512,0
64388,0
80461,0
40120,3
2256,0
68131,3
43478,0
70760,1
14020,3
45198,3
74355,1
26961,3
7269,0
63503,1
2948,1
68735,0
14120,2
21416,0
32447,3
58525,0
63806,1
35846,1
63501,1
49989,1
65307,3
19944,1
21523,0
64900,3
62219,3
8462,3
76635,3
7924,3
27726,3
79699,3
59883,3
26361,3
16627,3
33495,3
31461,3
33835,1
42726,3
28798,1
25795,3
29967,3
54731,1
40640,0
80063,0
51011,3
43362,1
24268,2
70889,3
36757,3
53716,3
315,0
77983,1
71940,1
63235,0
43655,1
63052,3
2468,3
80158,1
73242,3
27074,1
79556,1
5416,1
73234,3
57383,3
41474,2
14422,1
40263,3
80809,1
21116,3
12221,0
39871,1
62279,1
36264,1
29421,1
77767,3
15406,2
18833,1
71358,1
76032,1
1415,3
20908,1
51547,3
17191,3
38315,0
78160,1
81068,3
63608,1
57908,1
21763,1
34345,1
5514,0
28159,1
72327,3
34641,3
3637,3
79807,1
13696,3
68459,0
76751,3
40636,0
20009,0
22438,1
50446,1
77424,0
25083,3
65816,3
70236,2
38085,1
75691,0
42928,1
37871,1
18920,1
61643,3
4716,3
24307,1
23256,1
7206,1
38240,3
47383,1
30152,3
56584,3
29917,0
70452,3
65676,0
40685,3
29735,0
22983,3
44694,1
73056,1
28989,1
63279,3
7203,1
30880,3
10174,0
58898,1
46483,0
57307,1
79646,3
41022,1
71565,1
22702,0
45169,3
17083,3
25698,1
62067,3
143,3
71837,1
55996,3
53059,1
9776,1
27377,3
56930,3
67665,0
40920,3
71890,0
6455,0
13402,1
34691,0
11510,1
31103,3
24862,1
11776,3
10642,0
21441,3
33383,3
18319,2
75214,3
79471,1
47491,1
61449,3
1903,0
22739,3
8213,0
57318,1
47370,1
70149,1
74872,3
28493,3
38354,1
41060,3
65026,3
74581,3
45285,3
25212,1
39204,1
9271,3
8112,3
4121,3
31775,2
78472,3
47415,1
25343,1
57890,3
39843,0
2033,0
58591,0
20272,3
33453,0
29458,0
4375,3
44228,3
73533,3
60575,1
4002,1
37719,0
45129,3
56983,3
61229,1
13417,3
11800,3
42285,3
7136,3
57474,1
50123,0
6248,3
48185,3
22773,0
6744,0
7850,1
18759,1
45158,1
4802,1
3517,1
37819,3
75592,1
31190,3
31170,3
54625,0
35214,3
10160,0
27172,3
35129,3
49428,1
53101,0
3478,3
24982,0
50488,1
57754,0
15503,3
4161,0
61423,0
5659,3
34969,1
18788,0
25080,2
74419,0
43082,3
57721,3
21366,1
45114,1
65460,1
52332,0
18039,3
78105,0
76727,0
4495,3
66747,1
77985,1
177,1
3888,3
43413,3
80678,0
77901,3
75601,0
51211,0
72854,1
70291,3
49483,3
71255,3
65264,1
70537,3
69949,1
52831,1
30002,0
21925,3
37610,1
6443,3
50791,1
20417,2
65741,1
14072,3
5135,1
40536,3
47776,3
74533,0
67713,3
78931,0
19612,0
55117,1
61298,3
33680,3
70948,0
62284,3
10061,1
20817,3
79590,3
67034,1
21796,0
20688,1
35462,1
65420,1
26568,3
52521,3
43906,3
25239,1
13599,3
48104,1
6876,0
73378,1
12585,3
80497,0
68680,1
33390,1
55551,0
60743,1
35302,2
37603,1
28499,1
10209,3
8878,1
35055,3
77707,3
21845,0
54266,0
62253,3
23280,1
29176,1
18470,1
32313,2
9703,3
56223,0
16175,1
41282,3
45352,0
81017,0
14007,0
77907,3
47496,1
62477,3
74491,1
18993,3
27931,1
78505,3
71256,0
22670,1
79289,0
38390,1
69476,1
40321,3
2208,1
31252,3
67344,3
43163,3
53133,1
43193,3
65060,0
72249,3
18523,0
65116,1
50985,3
12374,3
77453,1
68517,1
14789,3
43758,0
48345,3
24713,3
51450,3
27146,3
1233,3
78734,3
15319,3
54618,1
22709,3
39760,3
58504,0
18772,1
71250,1
5556,3
4427,1
56357,3
68040,1
27768,3
58117,1
3752,3
22451,1
8094,1
23038,1
42882,3
69440,1
1002,1
2190,0
65322,1
38181,3
69373,1
58015,1
51080,3
65143,3
78013,3
8928,3
9751,0
48509,3
32609,3
35536,1
47888,0
32700,1
60804,3
72132,3
73287,3
28280,3
19946,1
51556,3
38484,1
19225,3
42013,1
24564,3
76020,0
9383,1
67111,1
67106,0
58460,3
80967,3
43051,0
50161,1
17678,1
12898,3
34037,3
40139,0
65840,3
72530,3
11336,1
31671,3
41620,3
51449,3
10787,0
19268,0
57880,1
28848,3
878,1
26549,3
28692,1
77119,3
39696,3
3763,1
77681,1
40535,3
56760,1
9689,1
31485,1
7067,3
72894,1
58381,1
11346,0
31052,0
56773,1
42999,1
68453,1
33127,1
8136,1
40923,3
35900,3
42179,3
72849,1
70818,3
15947,1
11769,3
73326,3
73498,3
35016,3
33667,3
74008,0
67879,0
61296,3
70670,3
68997,3
21444,0
57408,0
14652,1
166,3
24576,2
35921,3
51544,3
12236,3
34096,0
57306,3
52567,1
43725,3
10771,3
72736,3
44430,0
36848,2
19189,2
39719,3
68657,1
60822,3
35564,3
69251,1
49304,3
13549,3
73740,0
21457,1
7196,0
44449,1
38474,1
69241,0
78385,3
8349,1
31172,0
1356,3
10109,1
72834,3
71463,3
20111,3
20729,3
411,1
22319,3
48829,3
16387,1
5099,3
43562,1
56359,1
3247,3
286,0
66820,2
65161,1
74469,1
21450,0
51708,3
66503,0
20558,1
27158,0
62121,0
39853,3
20590,3
53939,0
64606,1
11737,2
29570,3
26992,1
68414,0
74168,0
2334,0
73456,1
37628,3
18792,3
27683,3
54224,0
35368,3
74986,0
26752,3
70912,1
65505,1
70161,3
79639,0
64059,0
79811,3
52401,3
4258,3
72350,1
25452,3
53399,1
8097,1
68238,1
18560,3
38612,1
6300,0
71374,3
47674,3
40864,3
6345,1
69400,3
57050,3
45277,3
42950,1
71524,3
76852,0
37352,1
74864,0
75059,3
62018,3
57595,1
61341,1
42852,1
46312,1
51206,1
70003,1
21264,3
50324,0
34029,3
30601,3
22244,1
24597,1
78590,3
51938,3
74606,3
45036,1
9085,3
53769,3
70420,1
213,3
71702,1
59022,1
17061,3
4174,0
39109,3
38182,1
47865,1
57260,0
67015,0
76662,1
64103,1
48910,3
24928,3
10696,1
7765,1
3204,1
25266,0
10569,0
54746,0
19000,1
37293,0
36203,3
76572,0
16552,1
37416,1
35352,3
68652,0
66879,1
32440,0
2425,1
64410,1
9875,1
75376,0
53530,3
23848,1
915,3
22825,1
38877,3
23379,3
78300,1
14945,1
54821,0
57979,0
77528,1
56255,3
75026,1
73415,3
72425,1
27196,1
72206,1
39550,3
27807,1
62376,3
68781,3
29396,1
5132,1
15531,3
59573,3
74470,1
26281,3
15622,3
19099,3
4527,3
39190,1
41279,3
78133,1
51363,3
71281,0
16699,3
25629,3
46147,1
2918,3
43277,1
48036,1
38322,0
76519,3
55010,2
22894,3
35301,2
16401,2
6460,1
44205,0
43358,0
63409,2
9477,3
73252,1
61767,0
57625,3
77648,1
33430,1
22716,3
54640,1
21574,3
69971,1
44895,3
69455,3
4590,3
13078,1
51996,1
52618,3
10879,3
10468,1
72159,3
64351,0
81056,1
46173,1
44584,3
56644,1
45567,0
24877,0
30023,2
49449,3
8487,3
21012,0
29577,0
2497,1
74070,3
73,3
41286,1
3103,1
23245,1
50623,3
45024,3
72598,1
900,0
8813,3
67961,0
27203,3
15547,3
49162,0
29036,0
55291,1
74306,3
79793,3
66674,1
53178,1
25551,3
22737,3
6292,1
74997,1
69342,3
76165,0
47032,3
40653,3
1650,3
64262,0
32908,3
68613,1
56070,3
39389,1
65265,1
63747,3
55794,1
13743,3
31755,1
63121,1
27865,3
72167,3
78359,3
18340,1
39757,1
16548,2
53063,3
25327,3
73433,3
60120,1
37100,1
19786,0
28234,3
45562,3
42713,1
42617,3
9316,1
48028,0
25824,3
23771,0
5588,0
13554,0
39815,3
79169,0
79128,0
75898,3
19691,1
13388,1
5930,1
52235,1
64446,0
39398,2
48440,3
63282,3
49273,3
31036,1
37345,3
49674,3
1148,0
28077,1
29435,3
3459,1
49605,3
47948,3
51528,3
30753,1
47544,1
14280,2
44086,1
68442,0
14927,1
16104,1
47335,3
35192,1
44884,1
43285,1
35747,1
65353,1
74848,1
76075,1
21775,3
68486,3
49873,3
75363,3
40906,0
24556,3
35705,1
32080,1
62078,3
24518,3
46888,3
36327,3
3528,3
18541,1
79933,0
76643,1
10982,3
72215,3
47818,1
24092,0
8143,1
785,3
24177,0
57806,1
51627,1
72788,0
15454,0
54277,1
6258,1
26927,3
48473,1
21497,1
520,3
26468,1
49357,3
78755,1
17232,1
30367,1
55663,3
51531,3
65114,3
80374,0
42855,1
1517,0
14353,1
54132,1
63455,2
81064,1
50269,3
72992,3
44072,3
20378,3
44029,3
37517,3
11857,0
2878,3
36419,1
348,3
37615,3
58128,1
3469,1
57967,2
17590,1
31519,3
36474,1
70562,3
53847,0
35840,0
49366,1
3634,1
20456,3
36716,3
31116,1
47188,1
22757,3
34432,3
14186,3
13836,1
63746,3
2842,3
51275,3
69864,3
34218,1
49459,3
36424,1
50510,0
48397,3
2242,0
34715,1
79202,3
78736,0
68626,3
66288,3
4628,3
4343,3
30975,3
11079,3
55179,3
47905,1
65882,3
73767,3
26503,0
48650,1
5807,0
11358,3
7137,3
43058,3
67183,1
54446,0
15923,0
13693,0
15491,1
62373,1
513,0
34867,3
1101,1
80429,1
58654,1
54036,3
10795,0
78251,1
54717,1
77304,3
69352,1
55605,3
71967,1
58025,1
18568,0
45937,1
72329,3
73693,1
32764,3
406,0
69635,0
5390,1
61442,3
35126,1
5737,3
38656,3
54408,0
45271,3
77884,1
45303,0
69820,2
70391,3
73327,3
67543,1
12596,3
31955,3
32070,3
54060,3
54349,1
72354,3
71222,3
37050,1
8542,0
72433,3
57058,3
21896,3
76082,3
21405,2
22049,1
3984,3
7185,0
66968,1
5817,1
75596,1
61083,0
28426,3
14807,3
60003,3
2027,3
33169,1
67820,1
5724,1
13638,1
37795,3
78671,1
20930,1
45248,1
33378,3
46917,0
19774,3
21060,3
63498,0
28030,3
22203,1
57912,2
47500,3
9498,3
58546,3
61661,3
64132,1
19069,3
41478,1
3505,1
45822,0
45840,3
11038,1
11445,3
36782,3
75292,0
7871,3
50773,3
65328,3
40596,3
27290,0
60604,1
39907,3
7604,1
19188,0
43944,0
41614,0
49444,1
8025,1
42419,3
60138,1
35912,2
63599,0
67632,0
70083,1
39535,0
12904,3
5307,2
18884,1
36508,3
60834,1
23593,3
34898,1
68966,3
9857,1
39751,3
51149,0
75371,1
49108,1
58091,3
42897,1
41539,3
50107,1
35318,1
65589,3
38891,3
18970,3
28880,1
54713,3
28923,3
76860,0
42519,1
80635,3
9521,3
79153,2
1628,1
42740,0
45262,3
24303,3
29067,0
52166,0
67434,1
29575,1
80160,1
24610,1
46697,0
59530,3
3400,1
72613,2
9962,3
74804,0
42084,3
68245,3
48837,3
77080,1
78597,3
22288,3
34604,3
76841,0
14983,3
31092,1
22501,0
68120,1
80445,1
42964,0
37815,3
72162,3
46361,3
63573,3
34372,1
73829,3
21799,1
48444,0
71242,3
59176,3
30421,1
12156,1
10047,1
52073,1
1475,1
58789,3
23804,1
1145,1
76116,0
24039,3
59844,3
48662,1
54198,0
43674,0
1235,3
4485,3
24362,0
37675,2
79527,1
42428,3
37313,1
80118,3
5006,2
6694,3
18725,1
63950,1
28776,1
50970,1
68597,2
59657,1
45110,3
22246,3
48710,3
66052,2
63707,3
70087,1
33447,1
76986,1
43945,1
71168,2
30558,3
37616,3
56376,3
64330,3
59926,3
69108,0
51073,3
60178,0
18851,0
10274,0
61876,3
36036,3
57181,0
35641,3
75888,3
24974,1
10884,0
7631,1
64902,1
27462,1
38277,1
17564,3
3135,3
16056,3
70728,1
68319,1
76079,1
56867,1
32869,1
59800,3
55139,3
74141,2
19196,3
12152,1
63,3
63500,3
31269,2
2604,1
72060,0
34757,3
9787,1
80904,3
56554,3
13837,0
77711,1
26241,1
37992,3
26199,1
54265,0
40090,0
46180,3
45580,0
37159,1
48966,3
80565,3
24932,1
5138,3
22847,3
44522,3
60766,3
35780,2
28729,3
22771,0
11363,3
7575,1
18134,3
76593,1
60953,1
38438,3
39875,0
59147,1
80738,1
73271,3
55453,1
68912,3
78295,2
71800,1
34799,0
61233,0
13923,3
29787,1
48993,1
9333,3
41760,3
75692,3
75566,1
42793,3
46000,1
17060,3
34337,1
58923,1
47207,0
34483,1
18997,3
63475,1
73295,1
54875,0
52232,1
65352,1
13096,3
49051,3
1206,1
572,3
27560,3
72043,3
27844,3
27509,1
41769,0
71591,2
13490,0
58289,3
51035,3
11389,3
33563,1
78761,3
34925,1
38441,3
68698,3
78310,3
32098,1
74593,0
72077,0
13302,1
57848,2
67372,3
5417,1
6445,0
3417,3
71347,3
30117,3
68783,3
36014,1
72933,0
67635,1
15139,3
16486,3
17355,0
32213,0
31008,0
72957,1
13248,1
22016,1
69537,1
39819,0
61859,3
4953,0
76420,1
44659,3
31528,1
42633,0
64453,0
61355,3
52909,1
4612,1
39773,3
50769,1
19255,1
67964,1
38742,3
60755,3
37634,1
61653,3
33988,0
80481,3
9198,0
61727,0
15876,3
36918,1
11414,1
48098,3
38779,0
7050,1
19509,3
40664,3
73014,3
68097,1
45005,3
51076,0
51416,3
10076,3
30375,3
27349,3
21215,1
11507,0
32910,3
1056,0
72353,0
23651,3
55234,3
17747,1
29610,1
44803,1
32668,3
35947,3
41453,1
48095,1
80394,3
4101,0
69829,3
9361,3
3347,0
12746,1
57741,3
39024,1
56887,3
63699,3
53666,3
11707,1
22454,3
26852,1
2090,1
15314,3
67633,3
72513,2
72356,3
61963,3
50935,0
66533,1
3901,3
10584,1
14713,3
33128,3
76726,0
72556,3
29446,1
57707,1
43535,3
876,1
22618,1
33381,3
71898,0
60406,3
7534,3
66550,3
14928,1
14406,3
60799,3
61556,0
80686,1
17949,1
46719,0
80410,0
66362,3
6642,1
71905,3
55289,3
14920,1
78490,1
60912,1
70290,1
21875,1
13376,3
20926,3
23565,1
80515,0
52535,3
9896,1
78037,3
57242,0
15788,3
31391,3
18819,2
47609,3
35364,3
75509,2
45970,3
14177,3
30711,1
41684,3
76230,1
62056,0
54427,3
54397,0
39844,0
718,1
73443,1
25114,1
10376,1
76859,0
57903,1
13968,3
26366,3
73307,3
31356,0
31132,3
60118,1
11533,3
46803,1
12343,3
73070,1
31531,0
13937,3
37275,1
57729,3
39480,1
47543,1
39379,1
47145,3
59718,1
71597,2
28620,3
58678,1
4398,3
4659,3
68188,1
78544,1
5934,1
5507,3
4607,1
40591,3
43777,3
57668,3
56660,0
68128,1
34366,1
40675,3
23916,1
73494,2
70068,3
22356,3
30382,0
41547,1
29105,3
2657,1
16712,0
30241,3
17909,3
6932,3
18516,3
6173,1
23294,3
74552,0
10042,1
67705,3
15841,0
30898,3
66590,3
10087,3
26384,1
44511,3
36530,1
80847,1
65998,3
25204,1
41519,0
32433,1
36819,3
48585,3
18190,0
10716,2
26842,0
9109,3
18531,1
9870,1
15579,3
65035,3
69636,1
19951,0
1890,0
73537,1
71509,3
27523,3
28644,3
20801,1
79143,1
66804,3
74061,0
54320,3
79954,1
78322,1
18181,1
71637,3
19301,3
20320,3
35375,3
52016,1
41100,0
43543,1
35212,1
48997,1
30545,1
37562,1
11717,1
21903,1
68821,0
13028,3
62204,3
74386,0
64149,0
31512,3
53344,1
72156,3
72905,3
68461,1
2319,1
31855,0
20152,3
70037,3
27046,1
36580,3
63007,0
46293,1
51510,3
705,1
18530,3
30635,3
50218,3
65137,3
45176,3
40252,3
25708,3
72529,3
68318,1
63191,3
19005,3
48630,1
57817,3
74116,3
20899,1
17000,1
12795,0
29966,3
46342,1
30043,3
45488,0
18356,1
27279,1
34291,1
20107,3
40525,1
22169,3
78888,3
48886,1
36546,1
15289,3
1547,3
60171,0
49375,3
31072,1
18334,0
57688,2
63440,0
73978,1
3246,0
18231,2
56310,1
18009,1
68934,3
77530,3
58665,0
46088,2
11704,1
58907,1
7603,3
2798,0
69823,3
30261,1
31395,3
13223,3
29028,0
67525,2
60249,1
24488,1
67273,2
16818,1
880,1
73585,3
63786,3
20336,1
20745,1
51862,3
13532,3
61987,1
50398,1
8856,3
21526,1
30917,1
49640,0
24626,3
75099,0
67925,3
48215,3
35573,3
8356,1
17021,3
14157,0
38193,1
25118,1
15948,1
32667,3
40776,0
41221,0
43347,1
71965,3
25299,3
75045,1
48735,3
15546,3
50627,3
30427,3
81024,0
72288,1
1612,1
41334,3
28219,3
51753,3
1706,1
67052,3
79094,3
73992,3
23423,3
4501,3
22683,3
9749,0
80538,0
47398,2
68254,3
66209,0
71955,3
67459,1
57076,3
21565,3
45289,1
68333,1
48278,0
50534,1
45052,3
44370,1
40582,3
39989,0
73668,3
62465,0
41372,3
74124,3
18628,3
20166,1
51125,3
